URL,HTTP,Title,"Title Length",Description,"Description Length",Canonical,Robots,"OG Image","H1 Count",Schema,Breadcrumb,Flags
https://khatauat.com/article/how-to-use-smart-path,200,"كيف تستخدم أنشئ مسارك؟ | خطوات",30,"تعرف على طريقة استخدام منشئ المسار الذكي في منصة خطوات",54,https://khatauat.com/article/how-to-use-smart-path,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,Article|WebPage|Organization|ImageObject,NO,DESCRIPTION_SHORT|BREADCRUMB_MISSING
https://khatauat.com/calculator/vat,200,"حاسبة ضريبة القيمة المضافة 15% في السعودية | خطوات",50,"احسب ضريبة القيمة المضافة 15% في السعودية، وأضف الضريبة إلى المبلغ أو استخرج قيمتها من مبلغ شامل الضريبة بسهولة.",112,https://khatauat.com/calculator/vat,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/end-of-service,200,"حاسبة مكافأة نهاية الخدمة في السعودية | خطوات",45,"احسب مكافأة نهاية الخدمة تقديريًا بناءً على بيانات العمل والمدة، مع عرض النتيجة بطريقة واضحة ومراجعة المرجع الرسمي عند الحاجة.",126,https://khatauat.com/calculator/end-of-service,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/zakat-simple,200,"حاسبة الزكاة المبسطة في السعودية | خطوات",40,"استخدم حاسبة الزكاة المبسطة للحصول على تقدير سريع للزكاة وفق البيانات التي تدخلها، مع الرجوع إلى المرجع الرسمي للحالات الملزمة.",127,https://khatauat.com/calculator/zakat-simple,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/zakat-detailed,200,"حاسبة الزكاة التفصيلية في السعودية | خطوات",42,"احسب الزكاة بصورة تفصيلية باستخدام بيانات أكثر دقة للحصول على نتيجة تقديرية تساعدك على فهم المبلغ قبل الرجوع للمصدر الرسمي.",123,https://khatauat.com/calculator/zakat-detailed,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/salary-net,200,"حاسبة صافي الراتب بعد الخصومات | خطوات",38,"احسب صافي الراتب بعد الخصومات والمدخلات المحددة واعرف القيمة التقديرية التي يتبقى استلامها بطريقة سريعة وواضحة.",111,https://khatauat.com/calculator/salary-net,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/wage-converter,200,"تحويل الراتب إلى أجر يومي وساعي | خطوات",39,"حوّل الراتب إلى أجر يومي أو ساعي بسهولة، واعرف القيمة التقديرية للأجر بحسب البيانات التي تدخلها في الحاسبة.",107,https://khatauat.com/calculator/wage-converter,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/service-duration,200,"حاسبة مدة الخدمة بالسنوات والأشهر والأيام | خطوات",49,"احسب مدة الخدمة بين تاريخين بالسنوات والأشهر والأيام لاستخدامها في الحسابات الوظيفية والإجرائية المختلفة.",105,https://khatauat.com/calculator/service-duration,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/annual-leave,200,"حاسبة رصيد الإجازة السنوية | خطوات",34,"احسب رصيد الإجازة السنوية بصورة تقديرية بناءً على بيانات ومدة العمل، مع الرجوع إلى الأنظمة الرسمية للحالات الملزمة.",115,https://khatauat.com/calculator/annual-leave,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/loan-payment,200,"حاسبة القسط الشهري للتمويل | خطوات",34,"احسب القسط الشهري التقديري للتمويل بناءً على مبلغ التمويل والمدة والنسبة، وقارن أثر المتغيرات قبل اتخاذ قرار مالي.",114,https://khatauat.com/calculator/loan-payment,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/debt-ratio,200,"حاسبة نسبة الالتزامات إلى الدخل | خطوات",39,"احسب نسبة الالتزامات الشهرية إلى الدخل لمعرفة مستوى الالتزامات بصورة تقديرية والمساعدة على تقييم القدرة المالية.",112,https://khatauat.com/calculator/debt-ratio,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/discount,200,"حاسبة الخصم والسعر بعد الخصم | خطوات",36,"احسب قيمة الخصم والسعر النهائي بعد الخصم بسرعة، أو اعرف مقدار التوفير عند تطبيق نسبة خصم على أي مبلغ.",101,https://khatauat.com/calculator/discount,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/percentage,200,"حاسبة النسبة المئوية أونلاين | خطوات",36,"احسب النسبة المئوية بسهولة، واعرف نسبة رقم من رقم أو قيمة نسبة محددة من مبلغ باستخدام حاسبة سريعة وواضحة.",105,https://khatauat.com/calculator/percentage,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/age,200,"حاسبة العمر بالسنوات والأشهر والأيام | خطوات",44,"احسب عمرك بدقة بين تاريخ الميلاد والتاريخ المحدد بالسنوات والأشهر والأيام باستخدام حاسبة العمر في خطوات.",104,https://khatauat.com/calculator/age,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/date-converter,200,"محول التاريخ الهجري والميلادي | خطوات",37,"حوّل التاريخ بين الهجري والميلادي بسهولة للحصول على التاريخ المقابل ضمن أدوات التواريخ في منصة خطوات.",101,https://khatauat.com/calculator/date-converter,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/date-difference,200,"حاسبة الفرق بين تاريخين | خطوات",31,"احسب الفرق بين تاريخين بالسنوات والأشهر والأيام لمساعدتك في حساب المدد والفترات الزمنية بسرعة.",94,https://khatauat.com/calculator/date-difference,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/contract-duration,200,"حاسبة مدة العقد | خطوات",23,"احسب مدة العقد بين تاريخ البداية والنهاية بالسنوات والأشهر والأيام واعرف الفترة الزمنية للعقد بصورة واضحة.",106,https://khatauat.com/calculator/contract-duration,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/electricity-consumption,200,"حاسبة استهلاك الكهرباء التقديري | خطوات",39,"قدّر استهلاك الكهرباء بناءً على بيانات الاستخدام المدخلة للحصول على تصور مبدئي عن الاستهلاك والتكلفة المتوقعة.",110,https://khatauat.com/calculator/electricity-consumption,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
https://khatauat.com/calculator/business-setup-cost,200,"حاسبة تكلفة تأسيس المنشأة في السعودية | خطوات",45,"قدّر تكلفة تأسيس منشأة في السعودية بناءً على العناصر التي تدخلها، واجمع المصروفات المتوقعة في نتيجة واحدة قبل البدء.",116,https://khatauat.com/calculator/business-setup-cost,"index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1",https://khatauat.com/assets/uploads/logo-20260827085145-f9f670.png,1,BreadcrumbList|ListItem,YES,
